entity_type,layer,center_x,center_y,radius,start_angle,end_angle,vertices,vertex_count,closed,start_x,start_y,start_z,end_x,end_y,end_z,text,insert_x,insert_y
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.7614, 272.5779], [10.7391, 272.6226], [10.4752, 272.513], [10.5065, 272.4504]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.5065, 272.4504], [10.4842, 272.4951], [10.2203, 272.3856], [10.2516, 272.3229]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.2516, 272.3229], [10.2292, 272.3677], [9.9654, 272.2581], [9.9967, 272.1955]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.9967, 272.1955], [9.9743, 272.2402], [9.7449, 272.1479], [9.7762, 272.0852]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.8743, 272.611], [10.8464, 272.6226], [10.7391, 272.6226], [10.7112, 272.611]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.5314, 272.5779], [8.5091, 272.6226], [8.2452, 272.513], [8.2765, 272.4504]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.2765, 272.4504], [8.2542, 272.4951], [7.9903, 272.3856], [8.0216, 272.3229]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.0216, 272.3229], [7.9992, 272.3677], [7.7354, 272.2581], [7.7667, 272.1955]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.7667, 272.1955], [7.7443, 272.2402], [7.5205, 272.1472], [7.5462, 272.0852]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.594, 272.5779], [8.6164, 272.6226], [8.8802, 272.513], [8.8489, 272.4504]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.8489, 272.4504], [8.8713, 272.4951], [9.1352, 272.3856], [9.1039, 272.3229]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.1039, 272.3229], [9.1262, 272.3677], [9.3901, 272.2581], [9.3588, 272.1955]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.3588, 272.1955], [9.3811, 272.2402], [9.6106, 272.1479], [9.5793, 272.0852]]",4.0,True,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.4812, 272.611], [8.5091, 272.6226], [8.6164, 272.6226], [8.6443, 272.611]]",4.0,True,,,,,,,,,
LINE,DETALLE,,,,,,,,,5.3327,273.0152,0.0,11.7927,273.0152,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.5127, 272.9452], [5.3327, 272.9452], [5.3327, 272.6952], [5.5127, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,5.5127,272.8202,0.0,5.4979,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.3327,272.8202,0.0,5.3476,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.5127, 272.6952], [5.3327, 272.6952], [5.3327, 272.4452], [5.5127, 272.4452]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,5.5127,272.5702,0.0,5.4979,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.3327,272.5702,0.0,5.3476,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.5127,272.3202,0.0,5.4979,272.4769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.3327,272.3202,0.0,5.3476,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.4941, 272.2318], [5.3327, 272.1952], [5.3327, 272.1648]]",3.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.5127, 272.2611], [5.5127, 272.4452], [5.3327, 272.4452], [5.3327, 272.1952], [5.4941, 272.2318]]",5.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,5.3421,272.1687,0.0,5.3476,272.2269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.6927, 272.9452], [5.5127, 272.9452], [5.5127, 272.6952], [5.6927, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,5.6927,272.8202,0.0,5.6779,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.5127,272.8202,0.0,5.5276,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.6927, 272.6952], [5.5127, 272.6952], [5.5127, 272.4452], [5.6927, 272.4452]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,5.6927,272.5702,0.0,5.6779,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.5127,272.5702,0.0,5.5276,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.6913,272.3353,0.0,5.6779,272.4769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.5127,272.3202,0.0,5.5276,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.8727, 272.9452], [5.6927, 272.9452], [5.6927, 272.6952], [5.8727, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,5.8727,272.8202,0.0,5.8579,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.6927,272.8202,0.0,5.7076,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.8727, 272.6952], [5.6927, 272.6952], [5.6927, 272.4452], [5.8727, 272.4452]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,5.8727,272.5702,0.0,5.8579,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.6927,272.5702,0.0,5.7076,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.6943,272.3365,0.0,5.7076,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.0527, 272.9452], [5.8727, 272.9452], [5.8727, 272.6952], [6.0527, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,6.0527,272.8202,0.0,6.0379,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.8727,272.8202,0.0,5.8876,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.0527,272.5702,0.0,6.0379,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,5.8727,272.5702,0.0,5.8876,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.2327, 272.9452], [6.0527, 272.9452], [6.0527, 272.6952], [6.2327, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,6.2327,272.8202,0.0,6.2179,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.0527,272.8202,0.0,6.0676,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.2297,272.6021,0.0,6.2179,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.0527,272.5702,0.0,6.0676,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.4127, 272.9452], [6.2327, 272.9452], [6.2327, 272.6952], [6.4127, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,6.4127,272.8202,0.0,6.3979,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.2327,272.8202,0.0,6.2476,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.236,272.6047,0.0,6.2476,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.5927, 272.9452], [6.4127, 272.9452], [6.4127, 272.6952], [6.5927, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,6.5927,272.8202,0.0,6.5779,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.4127,272.8202,0.0,6.4276,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.5927,272.5702,0.0,6.5779,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.4165,272.6101,0.0,6.4276,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.7727, 272.9452], [6.5927, 272.9452], [6.5927, 272.6952], [6.7727, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,6.7727,272.8202,0.0,6.7579,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.5927,272.8202,0.0,6.6076,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.7727,272.5702,0.0,6.7579,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.5927,272.5702,0.0,6.6076,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.9527, 272.9452], [6.7727, 272.9452], [6.7727, 272.6952], [6.9527, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,6.9527,272.8202,0.0,6.9379,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.7727,272.8202,0.0,6.7876,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.9527, 272.6952], [6.7727, 272.6952], [6.7727, 272.4452], [6.9527, 272.4452]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,6.9527,272.5702,0.0,6.9379,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.7727,272.5702,0.0,6.7876,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.9504,272.3452,0.0,6.9379,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.6927, 272.3359], [5.6927, 272.4452], [5.5127, 272.4452], [5.5127, 272.2611]]",4.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[5.8727, 272.4322], [5.8727, 272.4452], [5.6927, 272.4452], [5.6927, 272.3359]]",4.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,5.8625,272.428,0.0,5.8579,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.0527, 272.5286], [6.0527, 272.6952], [5.8727, 272.6952], [5.8727, 272.4452], [6.0217, 272.4941]]",5.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.2327, 272.6033], [6.2327, 272.6952], [6.0527, 272.6952], [6.0527, 272.5286]]",4.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,6.4016,272.6878,0.0,6.3979,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.4127, 272.6674], [6.4127, 272.6952], [6.2327, 272.6952], [6.2327, 272.6033]]",4.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.5927, 272.5369], [6.5927, 272.6952], [6.4127, 272.6952], [6.4127, 272.6674]]",4.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.648, 272.5085], [6.7727, 272.4452], [6.7727, 272.6952], [6.5927, 272.6952], [6.5927, 272.5369]]",5.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,6.7837,272.436,0.0,6.7876,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[6.9527, 272.3442], [6.9527, 272.4452], [6.7727, 272.4452], [6.7727, 272.4405]]",4.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.1327, 272.9452], [6.9527, 272.9452], [6.9527, 272.6952], [7.1327, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.1327,272.8202,0.0,7.1179,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.9527,272.8202,0.0,6.9676,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.1327, 272.6952], [6.9527, 272.6952], [6.9527, 272.4452], [7.1327, 272.4452]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.1327,272.5702,0.0,7.1179,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.9527,272.5702,0.0,6.9676,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.1327,272.3202,0.0,7.1179,272.4769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,6.9549,272.3433,0.0,6.9676,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.3127, 272.9452], [7.1327, 272.9452], [7.1327, 272.6952], [7.3127, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.3127,272.8202,0.0,7.2979,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.1327,272.8202,0.0,7.1476,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.3127, 272.6952], [7.1327, 272.6952], [7.1327, 272.4452], [7.3127, 272.4452]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.3127,272.5702,0.0,7.2979,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.1327,272.5702,0.0,7.1476,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.3127,272.3202,0.0,7.2979,272.4769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.1327,272.3202,0.0,7.1476,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.4927, 272.9452], [7.3127, 272.9452], [7.3127, 272.6952], [7.4927, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.4927,272.8202,0.0,7.4779,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.3127,272.8202,0.0,7.3276,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.4927, 272.6952], [7.3127, 272.6952], [7.3127, 272.4452], [7.4927, 272.4452]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.4927,272.5702,0.0,7.4779,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.3127,272.5702,0.0,7.3276,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.4927, 272.4452], [7.3127, 272.4452], [7.3127, 272.1952], [7.4927, 272.1952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.4927,272.3202,0.0,7.4779,272.4769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.3127,272.3202,0.0,7.3276,272.4769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.4913,272.0852,0.0,7.4779,272.2269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.6727, 272.9452], [7.4927, 272.9452], [7.4927, 272.6952], [7.6727, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.6727,272.8202,0.0,7.6579,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.4927,272.8202,0.0,7.5076,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.8527, 272.9452], [7.6727, 272.9452], [7.6727, 272.6952], [7.8527, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.8527,272.8202,0.0,7.8379,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.6727,272.8202,0.0,7.6876,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.0327, 272.9452], [7.8527, 272.9452], [7.8527, 272.6952], [8.0327, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.0327,272.8202,0.0,8.0179,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.8527,272.8202,0.0,7.8676,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.2127, 272.9452], [8.0327, 272.9452], [8.0327, 272.6952], [8.2127, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.2127,272.8202,0.0,8.1979,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.0327,272.8202,0.0,8.0476,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.3927, 272.9452], [8.2127, 272.9452], [8.2127, 272.6952], [8.3927, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.3927,272.8202,0.0,8.3779,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.2127,272.8202,0.0,8.2276,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.5727, 272.722], [8.5727, 272.9452], [8.3927, 272.9452], [8.3927, 272.6952], [8.5609, 272.7226]]",5.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.5727,272.8202,0.0,8.5579,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.3927,272.8202,0.0,8.4076,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.5831, 272.7201], [8.7527, 272.6952], [8.7527, 272.9452], [8.5727, 272.9452], [8.5727, 272.722]]",5.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.7527,272.8202,0.0,8.7379,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.5727,272.8202,0.0,8.5876,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.9327, 272.9452], [8.7527, 272.9452], [8.7527, 272.6952], [8.9327, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.9327,272.8202,0.0,8.9179,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.7527,272.8202,0.0,8.7676,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.1127, 272.9452], [8.9327, 272.9452], [8.9327, 272.6952], [9.1127, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.1127,272.8202,0.0,9.0979,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.9327,272.8202,0.0,8.9476,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.2927, 272.9452], [9.1127, 272.9452], [9.1127, 272.6952], [9.2927, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.2927,272.8202,0.0,9.2779,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.1127,272.8202,0.0,9.1276,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.4727, 272.9452], [9.2927, 272.9452], [9.2927, 272.6952], [9.4727, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.4727,272.8202,0.0,9.4579,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.2927,272.8202,0.0,9.3076,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.6527, 272.9452], [9.4727, 272.9452], [9.4727, 272.6952], [9.6527, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.6527,272.8202,0.0,9.6379,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.4727,272.8202,0.0,9.4876,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[9.8327, 272.9452], [9.6527, 272.9452], [9.6527, 272.6952], [9.8327, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,9.8327,272.8202,0.0,9.8179,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.6527,272.8202,0.0,9.6676,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.0127, 272.9452], [9.8327, 272.9452], [9.8327, 272.6952], [10.0127, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.0127,272.8202,0.0,9.9979,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,9.8327,272.8202,0.0,9.8476,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.1927, 272.9452], [10.0127, 272.9452], [10.0127, 272.6952], [10.1927, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.1927,272.8202,0.0,10.1779,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.0127,272.8202,0.0,10.0276,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.3727, 272.9452], [10.1927, 272.9452], [10.1927, 272.6952], [10.3727, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.3727,272.8202,0.0,10.3579,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.1927,272.8202,0.0,10.2076,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.5527, 272.9452], [10.3727, 272.9452], [10.3727, 272.6952], [10.5527, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.5527,272.8202,0.0,10.5379,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.3727,272.8202,0.0,10.3876,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.7327, 272.9452], [10.5527, 272.9452], [10.5527, 272.6952], [10.7327, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.7327,272.8202,0.0,10.7179,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.5527,272.8202,0.0,10.5676,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.9127, 272.9452], [10.7327, 272.9452], [10.7327, 272.6952], [10.9127, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.9127,272.8202,0.0,10.8979,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.7327,272.8202,0.0,10.7476,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.0927, 272.9452], [10.9127, 272.9452], [10.9127, 272.6952], [11.0927, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,11.0927,272.8202,0.0,11.0779,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,10.9127,272.8202,0.0,10.9276,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.2727, 272.9452], [11.0927, 272.9452], [11.0927, 272.6952], [11.2727, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,11.2727,272.8202,0.0,11.2579,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,11.0927,272.8202,0.0,11.1076,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.4527, 272.9452], [11.2727, 272.9452], [11.2727, 272.6952], [11.4527, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,11.4527,272.8202,0.0,11.4379,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,11.2727,272.8202,0.0,11.2876,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.6327, 272.9452], [11.4527, 272.9452], [11.4527, 272.6952], [11.6327, 272.6952]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,11.6327,272.8202,0.0,11.6179,272.9769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,11.4527,272.8202,0.0,11.4676,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.7927, 272.9834], [11.6327, 272.9452], [11.6327, 272.6952], [11.7927, 272.7334]]",4.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,11.6327,272.8202,0.0,11.6476,272.9769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.6727, 272.6952], [7.4927, 272.6952], [7.4927, 272.4452], [7.6727, 272.4452]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.6727,272.5702,0.0,7.6579,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.4927,272.5702,0.0,7.5076,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.8527, 272.6952], [7.6727, 272.6952], [7.6727, 272.4452], [7.8527, 272.4452]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.8527,272.5702,0.0,7.8379,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.6727,272.5702,0.0,7.6876,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.0327, 272.6952], [7.8527, 272.6952], [7.8527, 272.4452], [8.0327, 272.4452]]",4.0,True,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.0327,272.5702,0.0,8.0179,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.8527,272.5702,0.0,7.8676,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.2127, 272.4779], [8.2127, 272.6952], [8.0327, 272.6952], [8.0327, 272.4452], [8.2006, 272.4729]]",5.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.2127,272.5702,0.0,8.1979,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.0327,272.5702,0.0,8.0476,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[8.237, 272.488], [8.2517, 272.5]]",2.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,8.3924,272.5741,0.0,8.3779,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.2127,272.5702,0.0,8.2276,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.3931,272.5744,0.0,8.4076,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.6727, 272.2105], [7.6727, 272.4452], [7.4927, 272.4452], [7.4927, 272.1952], [7.6682, 272.2086]]",5.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.6727,272.3202,0.0,7.6579,272.4769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.4927,272.3202,0.0,7.5076,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[7.6793, 272.2132], [7.7507, 272.2645]]",2.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,7.8527,272.3202,0.0,7.8379,272.4769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.6727,272.3202,0.0,7.6876,272.4769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,7.8527,272.3202,0.0,7.8676,272.4769,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.7527,272.5702,0.0,8.7379,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.9327,272.5702,0.0,8.9179,272.7269,0.0,,,
LINE,TEJA ANDINA,,,,,,,,,8.7527,272.5702,0.0,8.7676,272.7269,0.0,,,
